gatherer,date,fruit,amount
John,17-03-2020,strawberries,0
John,17-03-2020,plums,0.01
John,17-03-2020,pears,0.11
John,17-03-2020,tomatoes,0.09
Nick,17-03-2020,apples,0.06
Nick,17-03-2020,oranges,0.06
Nick,17-03-2020,strawberries,0
Nick,17-03-2020,plums,0
Nick,17-03-2020,pears,0.1
Nick,17-03-2020,tomatoes,0.11
Rick,17-03-2020,apples,0.04
Rick,17-03-2020,oranges,0.18
Rick,17-03-2020,strawberries,0
Rick,17-03-2020,plums,0.01
Rick,17-03-2020,pears,0.07
Rick,17-03-2020,tomatoes,0.11
Dick,17-03-2020,apples,0.04
Dick,17-03-2020,oranges,0.25
Dick,17-03-2020,strawberries,0.01
Dick,17-03-2020,plums,0
Dick,17-03-2020,pears,0.07
Dick,17-03-2020,tomatoes,0.16
Jake,17-03-2020,apples,0.03
Jake,17-03-2020,oranges,0.13
Jake,17-03-2020,strawberries,0.01
Jake,17-03-2020,plums,0.01
Jake,17-03-2020,pears,0.05
Jake,17-03-2020,tomatoes,0.16
Paul,17-03-2020,apples,0.04
Paul,17-03-2020,oranges,0.29
Paul,17-03-2020,strawberries,0
Paul,17-03-2020,plums,0.01
Paul,17-03-2020,pears,0.08
Paul,17-03-2020,tomatoes,0.02
Jason,17-03-2020,apples,0.03
Jason,17-03-2020,oranges,0.4
Jason,17-03-2020,strawberries,0.01
Jason,17-03-2020,plums,0.01
Jason,17-03-2020,pears,0.09
Jason,17-03-2020,tomatoes,0.11
Peter,17-03-2020,apples,0.03
Peter,17-03-2020,oranges,0.2
Peter,17-03-2020,strawberries,0
Peter,17-03-2020,plums,0.01
Peter,17-03-2020,pears,0.09
Peter,17-03-2020,tomatoes,0.18
John,18-03-2020,apples,0.03
John,18-03-2020,oranges,0.21
John,18-03-2020,strawberries,0.01
John,18-03-2020,plums,0
John,18-03-2020,pears,0.02
John,18-03-2020,tomatoes,0.25
Nick,18-03-2020,apples,0.03
Nick,18-03-2020,oranges,0.12
Nick,18-03-2020,strawberries,0.01
Nick,18-03-2020,plums,0.01
Nick,18-03-2020,pears,0.01
Nick,18-03-2020,tomatoes,0.19
Rick,18-03-2020,apples,0.03
Rick,18-03-2020,oranges,0.29
Rick,18-03-2020,strawberries,0.01
Rick,18-03-2020,plums,0.01
Rick,18-03-2020,pears,0.04
Rick,18-03-2020,tomatoes,0.35
Dick,18-03-2020,apples,0.09
Dick,18-03-2020,oranges,0.27
Dick,18-03-2020,strawberries,0
Dick,18-03-2020,plums,0.01
Dick,18-03-2020,pears,0.05
Dick,18-03-2020,tomatoes,0.26
Jake,18-03-2020,apples,0.03
Jake,18-03-2020,oranges,0.24
Jake,18-03-2020,strawberries,0.02
Jake,18-03-2020,plums,0.01
Jake,18-03-2020,pears,0.05
Jake,18-03-2020,tomatoes,0.21
Paul,18-03-2020,apples,0.04
Paul,18-03-2020,oranges,0.34
Paul,18-03-2020,strawberries,0
Paul,18-03-2020,plums,0.01
Paul,18-03-2020,pears,0.01
Paul,18-03-2020,tomatoes,0.16
Jason,18-03-2020,apples,0.06
Jason,18-03-2020,oranges,0.34
Jason,18-03-2020,strawberries,0
Jason,18-03-2020,plums,0.01
Jason,18-03-2020,pears,0.06
Jason,18-03-2020,tomatoes,0.13
Peter,18-03-2020,apples,0.05
Peter,18-03-2020,oranges,0.21
Peter,18-03-2020,strawberries,0.01
Peter,18-03-2020,plums,0.01
Peter,18-03-2020,pears,0.04
Peter,18-03-2020,tomatoes,0.2
John,19-03-2020,apples,0.05
John,19-03-2020,oranges,0.15
John,19-03-2020,strawberries,0
John,19-03-2020,plums,0.01
John,19-03-2020,pears,0
John,19-03-2020,tomatoes,0.27
Nick,19-03-2020,apples,0.06
Nick,19-03-2020,oranges,0.22
Nick,19-03-2020,strawberries,0.01
Nick,19-03-2020,plums,0.01
Nick,19-03-2020,pears,0.06
Nick,19-03-2020,tomatoes,0.26
Rick,19-03-2020,apples,0.03
Rick,19-03-2020,oranges,0.23
Rick,19-03-2020,strawberries,0
Rick,19-03-2020,plums,0.01
Rick,19-03-2020,pears,0.03
Rick,19-03-2020,tomatoes,0.02
Dick,19-03-2020,apples,0.04
Dick,19-03-2020,oranges,0.12
Dick,19-03-2020,strawberries,0.01
Dick,19-03-2020,plums,0.01
Dick,19-03-2020,pears,0.07
Dick,19-03-2020,tomatoes,0.06
Jake,19-03-2020,apples,0.05
Jake,19-03-2020,oranges,0.13
Jake,19-03-2020,strawberries,0.01
Jake,19-03-2020,plums,0.01
Jake,19-03-2020,pears,0.06
Jake,19-03-2020,tomatoes,0.16
Paul,19-03-2020,apples,0.08
Paul,19-03-2020,oranges,0.3
Paul,19-03-2020,strawberries,0
Paul,19-03-2020,plums,0.01
Paul,19-03-2020,pears,0.09
Paul,19-03-2020,tomatoes,0.27
Jason,19-03-2020,apples,0.02
Jason,19-03-2020,oranges,0.15
Jason,19-03-2020,strawberries,0.02
Jason,19-03-2020,plums,0.01
Jason,19-03-2020,pears,0.07
Jason,19-03-2020,tomatoes,0.01
Peter,19-03-2020,apples,0.07
Peter,19-03-2020,oranges,0.14
Peter,19-03-2020,strawberries,0.02
Peter,19-03-2020,plums,0
Peter,19-03-2020,pears,0.08
Peter,19-03-2020,tomatoes,0.02
John,20-03-2020,apples,0.08
John,20-03-2020,oranges,0.28
John,20-03-2020,strawberries,0.01
John,20-03-2020,plums,0.01
John,20-03-2020,pears,0.08
John,20-03-2020,tomatoes,0.24
Nick,20-03-2020,apples,0.05
Nick,20-03-2020,oranges,0.18
Nick,20-03-2020,strawberries,0
Nick,20-03-2020,plums,0.01
Nick,20-03-2020,pears,0.04
Nick,20-03-2020,tomatoes,0.11
Rick,20-03-2020,apples,0.05
Rick,20-03-2020,oranges,0.35
Rick,20-03-2020,strawberries,0.01
Rick,20-03-2020,plums,0.01
Rick,20-03-2020,pears,0.04
Rick,20-03-2020,tomatoes,0.13
Dick,20-03-2020,apples,0.09
Dick,20-03-2020,oranges,0.11
Dick,20-03-2020,strawberries,0.01
Dick,20-03-2020,plums,0.01
Dick,20-03-2020,pears,0.09
Dick,20-03-2020,tomatoes,0.05
Jake,20-03-2020,apples,0.07
Jake,20-03-2020,oranges,0.23
Jake,20-03-2020,strawberries,0.01
Jake,20-03-2020,plums,0
Jake,20-03-2020,pears,0.03
Jake,20-03-2020,tomatoes,0.15
Paul,20-03-2020,apples,0.03
Paul,20-03-2020,oranges,0.02
Paul,20-03-2020,strawberries,0
Paul,20-03-2020,plums,0.01
Paul,20-03-2020,pears,0.07
Paul,20-03-2020,tomatoes,0.17
Jason,20-03-2020,apples,0.06
Jason,20-03-2020,oranges,0.18
Jason,20-03-2020,strawberries,0.01
Jason,20-03-2020,plums,0.01
Jason,20-03-2020,pears,0.03
Jason,20-03-2020,tomatoes,0.18
Peter,20-03-2020,apples,0.07
Peter,20-03-2020,oranges,0.11
Peter,20-03-2020,strawberries,0
Peter,20-03-2020,plums,0
Peter,20-03-2020,pears,0.11
Peter,20-03-2020,tomatoes,0.12
John,21-03-2020,apples,0.04
John,21-03-2020,oranges,0.3
John,21-03-2020,strawberries,0.02
John,21-03-2020,plums,0.01
John,21-03-2020,pears,0.08
John,21-03-2020,tomatoes,0.29
Nick,21-03-2020,apples,0.07
Nick,21-03-2020,oranges,0.25
Nick,21-03-2020,strawberries,0.03
Nick,21-03-2020,plums,0.01
Nick,21-03-2020,pears,0.04
Nick,21-03-2020,tomatoes,0.02
Rick,21-03-2020,apples,0.04
Rick,21-03-2020,oranges,0.15
Rick,21-03-2020,strawberries,0
Rick,21-03-2020,plums,0
Rick,21-03-2020,pears,0.07
Rick,21-03-2020,tomatoes,0.04
Dick,21-03-2020,apples,0.05
Dick,21-03-2020,oranges,0.11
Dick,21-03-2020,strawberries,0.01
Dick,21-03-2020,plums,0
Dick,21-03-2020,pears,0.09
Dick,21-03-2020,tomatoes,0.16
Jake,21-03-2020,apples,0.05
Jake,21-03-2020,oranges,0.22
Jake,21-03-2020,strawberries,0
Jake,21-03-2020,plums,0
Jake,21-03-2020,pears,0.09
Jake,21-03-2020,tomatoes,0.13
Paul,21-03-2020,apples,0.05
Paul,21-03-2020,oranges,0.17
Paul,21-03-2020,strawberries,0.01
Paul,21-03-2020,plums,0.01
Paul,21-03-2020,pears,0.07
Paul,21-03-2020,tomatoes,0.04
Jason,21-03-2020,apples,0.08
Jason,21-03-2020,oranges,0.24
Jason,21-03-2020,strawberries,0.02
Jason,21-03-2020,plums,0.01
Jason,21-03-2020,pears,0.1
Jason,21-03-2020,tomatoes,0.18
Peter,21-03-2020,apples,0.02
Peter,21-03-2020,oranges,0.15
Peter,21-03-2020,strawberries,0
Peter,21-03-2020,plums,0.01
Peter,21-03-2020,pears,0.05
Peter,21-03-2020,tomatoes,0.09
John,22-03-2020,apples,0.03
John,22-03-2020,oranges,0.29
John,22-03-2020,strawberries,0.01
John,22-03-2020,plums,0.01
John,22-03-2020,pears,0.11
John,22-03-2020,tomatoes,0.13
Nick,22-03-2020,apples,0.08
Nick,22-03-2020,oranges,0.21
Nick,22-03-2020,strawberries,0.01
Nick,22-03-2020,plums,0.01
Nick,22-03-2020,pears,0.07
Nick,22-03-2020,tomatoes,0.1
Rick,22-03-2020,apples,0.08
Rick,22-03-2020,oranges,0.18
Rick,22-03-2020,strawberries,0
Rick,22-03-2020,plums,0.01
Rick,22-03-2020,pears,0.05
Rick,22-03-2020,tomatoes,0.09
Dick,22-03-2020,apples,0.02
Dick,22-03-2020,oranges,0.22
Dick,22-03-2020,strawberries,0
Dick,22-03-2020,plums,0.01
Dick,22-03-2020,pears,0
Dick,22-03-2020,tomatoes,0.07
Jake,22-03-2020,apples,0.05
Jake,22-03-2020,oranges,0.21
Jake,22-03-2020,strawberries,0
Jake,22-03-2020,plums,0.01
Jake,22-03-2020,pears,0.12
Jake,22-03-2020,tomatoes,0.02
Paul,22-03-2020,apples,0.06
Paul,22-03-2020,oranges,0.35
Paul,22-03-2020,strawberries,0.01
Paul,22-03-2020,plums,0
Paul,22-03-2020,pears,0.05
Paul,22-03-2020,tomatoes,0.12
Jason,22-03-2020,apples,0.03
Jason,22-03-2020,oranges,0.33
Jason,22-03-2020,strawberries,0
Jason,22-03-2020,plums,0.01
Jason,22-03-2020,pears,0.05
Jason,22-03-2020,tomatoes,0.17
Peter,22-03-2020,apples,0.09
Peter,22-03-2020,oranges,0.24
Peter,22-03-2020,strawberries,0.02
Peter,22-03-2020,plums,0.01
Peter,22-03-2020,pears,0.09
Peter,22-03-2020,tomatoes,0.24
John,23-03-2020,apples,0.04
John,23-03-2020,oranges,0.11
John,23-03-2020,strawberries,0.01
John,23-03-2020,plums,0.01
John,23-03-2020,pears,0.07
John,23-03-2020,tomatoes,0.25
Nick,23-03-2020,apples,0.02
Nick,23-03-2020,oranges,0.28
Nick,23-03-2020,strawberries,0.01
Nick,23-03-2020,plums,0
Nick,23-03-2020,pears,0.04
Nick,23-03-2020,tomatoes,0.13
Rick,23-03-2020,apples,0.05
Rick,23-03-2020,oranges,0.16
Rick,23-03-2020,strawberries,0
Rick,23-03-2020,plums,0.01
Rick,23-03-2020,pears,0.06
Rick,23-03-2020,tomatoes,0.19
Dick,23-03-2020,apples,0.02
Dick,23-03-2020,oranges,0.26
Dick,23-03-2020,strawberries,0.01
Dick,23-03-2020,plums,0.01
Dick,23-03-2020,pears,0.09
Dick,23-03-2020,tomatoes,0.04
Jake,23-03-2020,apples,0.04
Jake,23-03-2020,oranges,0.26
Jake,23-03-2020,strawberries,0.01
Jake,23-03-2020,plums,0.01
Jake,23-03-2020,pears,0.03
Jake,23-03-2020,tomatoes,0.17
Paul,23-03-2020,apples,0.03
Paul,23-03-2020,oranges,0.33
Paul,23-03-2020,strawberries,0.01
Paul,23-03-2020,plums,0
Paul,23-03-2020,pears,0.07
Paul,23-03-2020,tomatoes,0.08
Jason,23-03-2020,apples,0.06
Jason,23-03-2020,oranges,0.16
Jason,23-03-2020,strawberries,0.01
Jason,23-03-2020,plums,0.01
Jason,23-03-2020,pears,0.05
Jason,23-03-2020,tomatoes,0.19
Peter,23-03-2020,apples,0.09
Peter,23-03-2020,oranges,0.07
Peter,23-03-2020,strawberries,0
Peter,23-03-2020,plums,0.01
Peter,23-03-2020,pears,0.05
Peter,23-03-2020,tomatoes,0.15
John,24-03-2020,apples,0.08
John,24-03-2020,oranges,0.23
John,24-03-2020,strawberries,0.02
John,24-03-2020,plums,0.01
John,24-03-2020,pears,0.06
John,24-03-2020,tomatoes,0.15
Nick,24-03-2020,apples,0.06
Nick,24-03-2020,oranges,0.21
Nick,24-03-2020,strawberries,0
Nick,24-03-2020,plums,0.01
Nick,24-03-2020,pears,0.06
Nick,24-03-2020,tomatoes,0.28
Rick,24-03-2020,apples,0.02
Rick,24-03-2020,oranges,0.09
Rick,24-03-2020,strawberries,0.01
Rick,24-03-2020,plums,0
Rick,24-03-2020,pears,0.04
Rick,24-03-2020,tomatoes,0.24
Dick,24-03-2020,apples,0.05
Dick,24-03-2020,oranges,0.35
Dick,24-03-2020,strawberries,0
Dick,24-03-2020,plums,0
Dick,24-03-2020,pears,0.08
Dick,24-03-2020,tomatoes,0.09
Jake,24-03-2020,apples,0.03
Jake,24-03-2020,oranges,0.32
Jake,24-03-2020,strawberries,0
Jake,24-03-2020,plums,0.01
Jake,24-03-2020,pears,0.03
Jake,24-03-2020,tomatoes,0.28
Paul,24-03-2020,apples,0.1
Paul,24-03-2020,oranges,0.25
Paul,24-03-2020,strawberries,0.01
Paul,24-03-2020,plums,0.01
Paul,24-03-2020,pears,0.06
Paul,24-03-2020,tomatoes,0.08
Jason,24-03-2020,apples,0.03
Jason,24-03-2020,oranges,0.25
Jason,24-03-2020,strawberries,0.02
Jason,24-03-2020,plums,0.01
Jason,24-03-2020,pears,0.08
Jason,24-03-2020,tomatoes,0.19
Peter,24-03-2020,apples,0.08
Peter,24-03-2020,oranges,0.27
Peter,24-03-2020,strawberries,0.01
Peter,24-03-2020,plums,0.01
Peter,24-03-2020,pears,0.09
Peter,24-03-2020,tomatoes,0.01
John,25-03-2020,apples,0.07
John,25-03-2020,oranges,0.15
John,25-03-2020,strawberries,0
John,25-03-2020,plums,0.01
John,25-03-2020,pears,0.09
John,25-03-2020,tomatoes,0.03
Nick,25-03-2020,apples,0.09
Nick,25-03-2020,oranges,0.22
Nick,25-03-2020,strawberries,0.02
Nick,25-03-2020,plums,0.01
Nick,25-03-2020,pears,0.07
Nick,25-03-2020,tomatoes,0.29
Rick,25-03-2020,apples,0.08
Rick,25-03-2020,oranges,0.15
Rick,25-03-2020,strawberries,0.01
Rick,25-03-2020,plums,0.01
Rick,25-03-2020,pears,0.03
Rick,25-03-2020,tomatoes,0.14
Dick,25-03-2020,apples,0.03
Dick,25-03-2020,oranges,0.31
Dick,25-03-2020,strawberries,0.01
Dick,25-03-2020,plums,0.01
Dick,25-03-2020,pears,0.04
Dick,25-03-2020,tomatoes,0.17
Jake,25-03-2020,apples,0.07
Jake,25-03-2020,oranges,0.16
Jake,25-03-2020,strawberries,0
Jake,25-03-2020,plums,0.01
Jake,25-03-2020,pears,0.02
Jake,25-03-2020,tomatoes,0.07
Paul,25-03-2020,apples,0.08
Paul,25-03-2020,oranges,0.13
Paul,25-03-2020,strawberries,0
Paul,25-03-2020,plums,0.01
Paul,25-03-2020,pears,0.03
Paul,25-03-2020,tomatoes,0
Jason,25-03-2020,apples,0.06
Jason,25-03-2020,oranges,0.11
Jason,25-03-2020,strawberries,0.01
Jason,25-03-2020,plums,0.01
Jason,25-03-2020,pears,0.06
Jason,25-03-2020,tomatoes,0.02
Peter,25-03-2020,apples,0.08
Peter,25-03-2020,oranges,0.21
Peter,25-03-2020,strawberries,0.01
Peter,25-03-2020,plums,0.01
Peter,25-03-2020,pears,0.12
Peter,25-03-2020,tomatoes,0.15
John,26-03-2020,apples,0.03
John,26-03-2020,oranges,0.13
John,26-03-2020,strawberries,0.01
John,26-03-2020,plums,0.01
John,26-03-2020,pears,0.01
John,26-03-2020,tomatoes,0.19
Nick,26-03-2020,apples,0.08
Nick,26-03-2020,oranges,0.12
Nick,26-03-2020,strawberries,0.02
Nick,26-03-2020,plums,0.01
Nick,26-03-2020,pears,0.04
Nick,26-03-2020,tomatoes,0.07
Rick,26-03-2020,apples,0.04
Rick,26-03-2020,oranges,0.14
Rick,26-03-2020,strawberries,0.01
Rick,26-03-2020,plums,0
Rick,26-03-2020,pears,0.06
Rick,26-03-2020,tomatoes,0.05
Dick,26-03-2020,apples,0.08
Dick,26-03-2020,oranges,0.18
Dick,26-03-2020,strawberries,0
Dick,26-03-2020,plums,0.01
Dick,26-03-2020,pears,0.14
Dick,26-03-2020,tomatoes,0.23
Jake,26-03-2020,apples,0.08
Jake,26-03-2020,oranges,0.18
Jake,26-03-2020,strawberries,0.01
Jake,26-03-2020,plums,0.01
Jake,26-03-2020,pears,0.07
Jake,26-03-2020,tomatoes,0.1
Paul,26-03-2020,apples,0.09
Paul,26-03-2020,oranges,0.06
Paul,26-03-2020,strawberries,0
Paul,26-03-2020,plums,0
Paul,26-03-2020,pears,0.07
Paul,26-03-2020,tomatoes,0.13
Jason,26-03-2020,apples,0.08
Jason,26-03-2020,oranges,0.11
Jason,26-03-2020,strawberries,0.01
Jason,26-03-2020,plums,0.01
Jason,26-03-2020,pears,0.05
Jason,26-03-2020,tomatoes,0.23
Peter,26-03-2020,apples,0.08
Peter,26-03-2020,oranges,0.11
Peter,26-03-2020,strawberries,0.01
Peter,26-03-2020,plums,0.01
Peter,26-03-2020,pears,0.1
Peter,26-03-2020,tomatoes,0.13
John,27-03-2020,apples,0.08
John,27-03-2020,oranges,0.07
John,27-03-2020,strawberries,0
John,27-03-2020,plums,0.01
John,27-03-2020,pears,0.11
John,27-03-2020,tomatoes,0.07
Nick,27-03-2020,apples,0.01
Nick,27-03-2020,oranges,0.29
Nick,27-03-2020,strawberries,0
Nick,27-03-2020,plums,0.01
Nick,27-03-2020,pears,0.1
Nick,27-03-2020,tomatoes,0.29
Rick,27-03-2020,apples,0.06
Rick,27-03-2020,oranges,0.33
Rick,27-03-2020,strawberries,0
Rick,27-03-2020,plums,0.01
Rick,27-03-2020,pears,0.08
Rick,27-03-2020,tomatoes,0.28
Dick,27-03-2020,apples,0.06
Dick,27-03-2020,oranges,0.29
Dick,27-03-2020,strawberries,0.01
Dick,27-03-2020,plums,0.01
Dick,27-03-2020,pears,0.07
Dick,27-03-2020,tomatoes,0.03
Jake,27-03-2020,apples,0.07
Jake,27-03-2020,oranges,0.31
Jake,27-03-2020,strawberries,0.01
Jake,27-03-2020,plums,0.01
Jake,27-03-2020,pears,0.08
Jake,27-03-2020,tomatoes,0.16
Paul,27-03-2020,apples,0.07
Paul,27-03-2020,oranges,0.26
Paul,27-03-2020,strawberries,0.02
Paul,27-03-2020,plums,0.01
Paul,27-03-2020,pears,0.09
Paul,27-03-2020,tomatoes,0.16
Jason,27-03-2020,apples,0.08
Jason,27-03-2020,oranges,0.16
Jason,27-03-2020,strawberries,0.01
Jason,27-03-2020,plums,0.01
Jason,27-03-2020,pears,0.09
Jason,27-03-2020,tomatoes,0.09
Peter,27-03-2020,apples,0.02
Peter,27-03-2020,oranges,0.12
Peter,27-03-2020,strawberries,0
Peter,27-03-2020,plums,0.01
Peter,27-03-2020,pears,0.03
Peter,27-03-2020,tomatoes,0.24
John,28-03-2020,apples,0.03
John,28-03-2020,oranges,0.29
John,28-03-2020,strawberries,0.02
John,28-03-2020,plums,0.01
John,28-03-2020,pears,0.08
John,28-03-2020,tomatoes,0.21
Nick,28-03-2020,apples,0.06
Nick,28-03-2020,oranges,0.28
Nick,28-03-2020,strawberries,0.01
Nick,28-03-2020,plums,0.01
Nick,28-03-2020,pears,0.02
Nick,28-03-2020,tomatoes,0.17
Rick,28-03-2020,apples,0.08
Rick,28-03-2020,oranges,0.15
Rick,28-03-2020,strawberries,0.02
Rick,28-03-2020,plums,0.01
Rick,28-03-2020,pears,0.04
Rick,28-03-2020,tomatoes,0.18
Dick,28-03-2020,apples,0.01
Dick,28-03-2020,oranges,0.28
Dick,28-03-2020,strawberries,0.02
Dick,28-03-2020,plums,0.01
Dick,28-03-2020,pears,0.1
Dick,28-03-2020,tomatoes,0.23
Jake,28-03-2020,apples,0.07
Jake,28-03-2020,oranges,0.12
Jake,28-03-2020,strawberries,0.02
Jake,28-03-2020,plums,0.01
Jake,28-03-2020,pears,0.04
Jake,28-03-2020,tomatoes,0.09
Paul,28-03-2020,apples,0.04
Paul,28-03-2020,oranges,0.17
Paul,28-03-2020,strawberries,0.02
Paul,28-03-2020,plums,0.01
Paul,28-03-2020,pears,0.09
Paul,28-03-2020,tomatoes,0.01
Jason,28-03-2020,apples,0.05
Jason,28-03-2020,oranges,0.17
Jason,28-03-2020,strawberries,0.01
Jason,28-03-2020,plums,0.01
Jason,28-03-2020,pears,0.12
Jason,28-03-2020,tomatoes,0.21
Peter,28-03-2020,apples,0.08
Peter,28-03-2020,oranges,0.15
Peter,28-03-2020,strawberries,0.01
Peter,28-03-2020,plums,0.01
Peter,28-03-2020,pears,0.06
Peter,28-03-2020,tomatoes,0.14
John,29-03-2020,apples,0.02
John,29-03-2020,oranges,0.15
John,29-03-2020,strawberries,0.01
John,29-03-2020,plums,0.01
John,29-03-2020,pears,0.06
John,29-03-2020,tomatoes,0.18
Nick,29-03-2020,apples,0.08
Nick,29-03-2020,oranges,0.22
Nick,29-03-2020,strawberries,0
Nick,29-03-2020,plums,0.01
Nick,29-03-2020,pears,0.05
Nick,29-03-2020,tomatoes,0.22
Rick,29-03-2020,apples,0.08
Rick,29-03-2020,oranges,0.21
Rick,29-03-2020,strawberries,0.01
Rick,29-03-2020,plums,0.01
Rick,29-03-2020,pears,0.03
Rick,29-03-2020,tomatoes,0.22
Dick,29-03-2020,apples,0.02
Dick,29-03-2020,oranges,0.19
Dick,29-03-2020,strawberries,0.03
Dick,29-03-2020,plums,0.01
Dick,29-03-2020,pears,0.07
Dick,29-03-2020,tomatoes,0.03
Jake,29-03-2020,apples,0.03
Jake,29-03-2020,oranges,0.24
Jake,29-03-2020,strawberries,0.01
Jake,29-03-2020,plums,0.01
Jake,29-03-2020,pears,0.05
Jake,29-03-2020,tomatoes,0.05
Paul,29-03-2020,apples,0.05
Paul,29-03-2020,oranges,0.11
Paul,29-03-2020,strawberries,0.01
Paul,29-03-2020,plums,0.01
Paul,29-03-2020,pears,0.05
Paul,29-03-2020,tomatoes,0.06
Jason,29-03-2020,apples,0.04
Jason,29-03-2020,oranges,0.33
Jason,29-03-2020,strawberries,0.02
Jason,29-03-2020,plums,0.01
Jason,29-03-2020,pears,0.06
Jason,29-03-2020,tomatoes,0.2
Peter,29-03-2020,apples,0.05
Peter,29-03-2020,oranges,0.14
Peter,29-03-2020,strawberries,0.01
Peter,29-03-2020,plums,0.01
Peter,29-03-2020,pears,0.09
Peter,29-03-2020,tomatoes,0.34
John,30-03-2020,apples,0.01
John,30-03-2020,oranges,0.22
John,30-03-2020,strawberries,0
John,30-03-2020,plums,0.01
John,30-03-2020,pears,0.02
John,30-03-2020,tomatoes,0.28
Nick,30-03-2020,apples,0.01
Nick,30-03-2020,oranges,0.33
Nick,30-03-2020,strawberries,0.01
Nick,30-03-2020,plums,0.01
Nick,30-03-2020,pears,0.01
Nick,30-03-2020,tomatoes,0.03
Rick,30-03-2020,apples,0.01
Rick,30-03-2020,oranges,0.04
Rick,30-03-2020,strawberries,0.01
Rick,30-03-2020,plums,0.01
Rick,30-03-2020,pears,0.11
Rick,30-03-2020,tomatoes,0.16
Dick,30-03-2020,apples,0.09
Dick,30-03-2020,oranges,0.16
Dick,30-03-2020,strawberries,0
Dick,30-03-2020,plums,0.01
Dick,30-03-2020,pears,0.09
Dick,30-03-2020,tomatoes,0.37
Jake,30-03-2020,apples,0.02
Jake,30-03-2020,oranges,0.23
Jake,30-03-2020,strawberries,0
Jake,30-03-2020,plums,0.01
Jake,30-03-2020,pears,0.04
Jake,30-03-2020,tomatoes,0.13
Paul,30-03-2020,apples,0.06
Paul,30-03-2020,oranges,0.22
Paul,30-03-2020,strawberries,0.01
Paul,30-03-2020,plums,0.01
Paul,30-03-2020,pears,0.08
Paul,30-03-2020,tomatoes,0.27
Jason,30-03-2020,apples,0.03
Jason,30-03-2020,oranges,0.17
Jason,30-03-2020,strawberries,0.01
Jason,30-03-2020,plums,0.01
Jason,30-03-2020,pears,0.08
Jason,30-03-2020,tomatoes,0.04
Peter,30-03-2020,apples,0.05
Peter,30-03-2020,oranges,0.26
Peter,30-03-2020,strawberries,0
Peter,30-03-2020,plums,0.01
Peter,30-03-2020,pears,0.05
Peter,30-03-2020,tomatoes,0.07
John,31-03-2020,apples,0.03
John,31-03-2020,oranges,0.13
John,31-03-2020,strawberries,0.01
John,31-03-2020,plums,0.01
John,31-03-2020,pears,0.06
John,31-03-2020,tomatoes,0.3
Nick,31-03-2020,apples,0.04
Nick,31-03-2020,oranges,0.32
Nick,31-03-2020,strawberries,0.01
Nick,31-03-2020,plums,0.01
Nick,31-03-2020,pears,0.04
Nick,31-03-2020,tomatoes,0.13
Rick,31-03-2020,apples,0
Rick,31-03-2020,oranges,0.12
Rick,31-03-2020,strawberries,0.02
Rick,31-03-2020,plums,0.01
Rick,31-03-2020,pears,0.07
Rick,31-03-2020,tomatoes,0.11
Dick,31-03-2020,apples,0.09
Dick,31-03-2020,oranges,0.22
Dick,31-03-2020,strawberries,0.01
Dick,31-03-2020,plums,0.01
Dick,31-03-2020,pears,0.08
Dick,31-03-2020,tomatoes,0.11
Jake,31-03-2020,apples,0.05
Jake,31-03-2020,oranges,0.19
Jake,31-03-2020,strawberries,0.02
Jake,31-03-2020,plums,0.01
Jake,31-03-2020,pears,0.1
Jake,31-03-2020,tomatoes,0.17
Paul,31-03-2020,apples,0.07
Paul,31-03-2020,oranges,0.23
Paul,31-03-2020,strawberries,0
Paul,31-03-2020,plums,0.01
Paul,31-03-2020,pears,0.08
Paul,31-03-2020,tomatoes,0.06
Jason,31-03-2020,apples,0.03
Jason,31-03-2020,oranges,0.19
Jason,31-03-2020,strawberries,0.01
Jason,31-03-2020,plums,0.01
Jason,31-03-2020,pears,0.07
Jason,31-03-2020,tomatoes,0.15
Peter,31-03-2020,apples,0.13
Peter,31-03-2020,oranges,0.05
Peter,31-03-2020,strawberries,0.01
Peter,31-03-2020,plums,0.01
Peter,31-03-2020,pears,0.07
Peter,31-03-2020,tomatoes,0.12
John,01-04-2020,apples,0.13
John,01-04-2020,oranges,0.16
John,01-04-2020,strawberries,0
John,01-04-2020,plums,0.01
John,01-04-2020,pears,0.1
John,01-04-2020,tomatoes,0.31
Nick,01-04-2020,apples,0.03
Nick,01-04-2020,oranges,0.26
Nick,01-04-2020,strawberries,0.01
Nick,01-04-2020,plums,0.01
Nick,01-04-2020,pears,0.03
Nick,01-04-2020,tomatoes,0.19
Rick,01-04-2020,apples,0.12
Rick,01-04-2020,oranges,0.2
Rick,01-04-2020,strawberries,0
Rick,01-04-2020,plums,0.01
Rick,01-04-2020,pears,0.06
Rick,01-04-2020,tomatoes,0.21
Dick,01-04-2020,apples,0.02
Dick,01-04-2020,oranges,0.2
Dick,01-04-2020,strawberries,0.02
Dick,01-04-2020,plums,0.01
Dick,01-04-2020,pears,0.08
Dick,01-04-2020,tomatoes,0.12
Jake,01-04-2020,apples,0.08
Jake,01-04-2020,oranges,0.05
Jake,01-04-2020,strawberries,0.01
Jake,01-04-2020,plums,0
Jake,01-04-2020,pears,0.1
Jake,01-04-2020,tomatoes,0.25
Paul,01-04-2020,apples,0.02
Paul,01-04-2020,oranges,0.29
Paul,01-04-2020,strawberries,0.01
Paul,01-04-2020,plums,0.02
